;predicate;formula;frequency;closest_solution;solution_distance
143;this/inv6;(some ref0:(one State)|(all ref1:(one Event)|(some ((State <: trans) . (ref1 -> ref0)))));2;(all ref0:(one Event)|(some (((State <: trans) . State) . ref0)));7
144;this/inv5;(all ref0:(one Event),ref1:(one State),ref2:(one State)|((some (ref1 -> ref0)) => (some (ref2 -> ref0))));2;(all ref0:(one Event),ref1:(one State),ref2:(one State)|((some (ref0 . (ref1 . (State <: trans)))) => (some (ref0 . (ref2 . (State <: trans))))));18
145;this/inv6;(all ref0:(one Event)|(some (ref0 -> State)));2;(all ref0:(one Event)|(some (ref0 . (State . (State <: trans)))));6
146;this/inv4;(all ref0:(one Init)|(some ref1:(one Event)|(no (State - (ref1 . (* (ref0 . (State <: trans))))))));2;(State in (Init . (^ {ref0:(one State),ref1:(one State)|(ref1 in (Event . (ref0 . (State <: trans))))})));13
147;this/inv4;(all ref0:(one (State - Init))|(ref0 in (Init . (Event . (State <: trans)))));2;(all ref0:(one State)|(ref0 in (Init . (^ {ref1:(one State),ref2:(one State)|(ref2 in (Event . (ref1 . (State <: trans))))}))));9
148;this/inv5;(all ref0:(one Event),ref1:(one State)|(some (ref0 <: (ref1 . (State <: trans)))));2;(all ref0:(one State),ref1:(one State)|((ref0 . ((State <: trans) . State)) = (ref1 . ((State <: trans) . State))));13
149;this/inv6;(some ref0:(one State)|(Event in ((ref0 . (State <: trans)) . State)));2;(Event in ((State . (State <: trans)) . State));3
150;this/inv3;(all ref0:(one Event),ref1:(one State)|(lone (ref1 . (ref0 . (State <: trans)))));2;(all ref0:(one Event),ref1:(one State)|(lone (ref0 <: (ref1 . (State <: trans)))));8
151;this/inv3;(all ref0:(one Event)|(lone (ref0 <: (State . (State <: trans)))));2;(all ref0:(one Event),ref1:(one State)|(lone (ref0 <: (ref1 . (State <: trans)))));5
152;this/inv3;(all ref0:(one Event)|(lone ((State <: trans) . ref0)));2;(all ref0:(one Event),ref1:(one State)|(lone ((~ (ref1 . (State <: trans))) . ref0)));6
153;this/inv4;(all ref0:(one State)|((ref0 . (^ (ref0 . (State <: trans)))) = State));2;((Init . (^ {ref0:(one State),ref1:(one State)|(some ((ref0 . (State <: trans)) . ref1))})) = State);8
154;this/inv3;(all ref0:(one State)|((iden & (Event -> State)) in ((ref0 . (State <: trans)) . (~ (ref0 . (State <: trans))))));2;(all ref0:(one State)|(((~ (ref0 . (State <: trans))) . (ref0 . (State <: trans))) in iden));10
155;this/inv4;(all ref0:(one ((State . (State <: trans)) . Event))|((ref0 . (^ {ref1:(one State),ref2:(one State)|(some ref3:(one Event)|((ref2 -> (ref3 -> ref1)) in (State <: trans)))})) = Init));2;((Init . (^ {ref0:(one State),ref1:(one State)|(some ref2:(one Event)|((ref0 -> (ref2 -> ref1)) in (State <: trans)))})) = State);15
156;this/inv4;(all ref0:(one State)|(some ((Init <: (State <: trans)) . ref0)));2;(State in (Init . (^ {ref0:(one State),ref1:(one State)|(some ((ref0 . (State <: trans)) . ref1))})));14
157;this/inv4;(some (Init . (State <: trans)));2;(State in (Init . (^ {ref0:(one State),ref1:(one State)|(some ((ref0 . (State <: trans)) . ref1))})));11
158;this/inv4;(all ref0:(one Init),ref1:(one State)|(some ((ref0 <: (State <: trans)) . ref1)));2;(State in (Init . (^ {ref0:(one State),ref1:(one State)|(some ((ref0 . (State <: trans)) . ref1))})));11
159;this/inv3;(all ref0:(one State)|((iden & (Event -> Event)) in ((ref0 . (State <: trans)) . (~ (ref0 . (State <: trans))))));2;(all ref0:(one State)|(((~ (ref0 . (State <: trans))) . (ref0 . (State <: trans))) in iden));10
160;this/inv5;(all ref0:(one Event),ref1:(one State)|(ref0 in (State . (~ (ref1 . (State <: trans))))));2;(all ref0:(one State),ref1:(one State)|((State . (~ (ref0 . (State <: trans)))) = (State . (~ (ref1 . (State <: trans))))));11
161;this/inv4;(some ((Init . (State <: trans)) . Event));2;(State in (Init . (^ {ref0:(one State),ref1:(one State)|(some ((ref0 . (State <: trans)) . ref1))})));11
162;this/inv3;(all ref0:(one State)|(1 > (# (ref0 . (State <: trans)))));2;(all ref0:(one Event),ref1:(one State)|(lone (ref0 . (ref1 . (State <: trans)))));9
163;this/inv5;((State . (~ (State . (State <: trans)))) in Event);2;(all ref0:(one State)|(((ref0 . (State <: trans)) . State) = ((State . (State <: trans)) . State)));12
164;this/inv4;(all ref0:(one Init)|((ref0 . (* {ref1:(one State),ref2:(one State)|((ref1 -> (Event -> ref2)) in (State <: trans))})) = State));2;((Init . (~ (^ {ref0:(one State),ref1:(one State)|(some ref2:(one Event)|((ref1 -> (ref2 -> ref0)) in (State <: trans)))}))) = State);13
165;this/inv4;(all ref0:(one State)|((ref0 in Init) || (some (((State <: trans) . ref0) . Event))));2;(all ref0:(one State)|(ref0 in (Init . (^ {ref1:(one State),ref2:(one State)|(some ((ref1 . (State <: trans)) . ref2))}))));13
166;this/inv4;(((Init . (State <: trans)) . State) = State);2;((Init . (^ {ref0:(one State),ref1:(one State)|(some ((ref0 . (State <: trans)) . ref1))})) = State);10
167;this/inv4;(all ref0:(one Event),ref1:(one State)|(State in (ref0 . (^ (ref1 . (State <: trans))))));2;(State in (Init . (^ {ref0:(one State),ref1:(one State)|(some ((ref0 . (State <: trans)) . ref1))})));11
168;this/inv4;(all ref0:(one State)|((ref0 in Init) || (some (((State <: trans) . ref0) . Event)) || (Init in (((State <: trans) . ref0) . Event))));2;(all ref0:(one State)|(ref0 in (Init . (^ {ref1:(one State),ref2:(one State)|(some ((ref1 . (State <: trans)) . ref2))}))));20
169;this/inv3;(all ref0:(one State)|(one ref1:(one Event)|((ref1 -> ref0) in (ref0 . (State <: trans)))));2;(all ref0:(one Event),ref1:(one State)|(lone ref2:(one State)|((ref0 -> ref2) in (ref1 . (State <: trans)))));9
170;this/inv3;((((State <: trans) . State) . (~ ((State <: trans) . State))) in iden);2;(all ref0:(one State)|(((~ (ref0 . (State <: trans))) . (ref0 . (State <: trans))) in iden));7
171;this/inv6;(all ref0:(one Event)|(some ref1:(one State)|(some ((State <: trans) . (ref0 -> ref1)))));2;(all ref0:(one Event)|(some (((State <: trans) . State) . ref0)));7
172;this/inv3;(all ref0:(one State)|(some (ref0 . (State <: trans))));2;(all ref0:(one Event),ref1:(one State)|(lone (ref0 . (ref1 . (State <: trans)))));7
173;this/inv4;(all ref0:(one Init)|(State in ((ref0 . (State <: trans)) . Event)));2;(State in (Init . (^ {ref0:(one State),ref1:(one State)|(some ((ref0 . (State <: trans)) . ref1))})));9
174;this/inv3;(all ref0:(one Event),ref1:(one State)|(some ((ref1 . (State <: trans)) . ref0)));2;(all ref0:(one Event),ref1:(one State)|(lone ((~ (ref1 . (State <: trans))) . ref0)));7
175;this/inv3;(iden in ((~ ((State <: trans) . State)) . ((State <: trans) . State)));2;(all ref0:(one State)|(((~ (ref0 . (State <: trans))) . (ref0 . (State <: trans))) in iden));7
176;this/inv4;((State . (Event . (State <: trans))) in (Init . (* (Event . (State <: trans)))));2;(State in (Init . (^ {ref0:(one State),ref1:(one State)|(ref1 in (Event . (ref0 . (State <: trans))))})));12
177;this/inv4;(all ref0:(one State)|(some ref1:(one Init)|(ref0 in (Event . (^ (ref1 . (State <: trans)))))));2;(all ref0:(one State)|(ref0 in (Init . (^ {ref1:(one State),ref2:(one State)|(some ((ref1 . (State <: trans)) . ref2))}))));10
178;this/inv3;(all ref0:(one State)|(some ref1:(one Event)|(lone (ref0 -> ref1))));2;(all ref0:(one Event),ref1:(one State)|(lone (ref0 <: (ref1 . (State <: trans)))));8
179;this/inv4;(all ref0:(one Event)|(State in (Init . (* ((State <: trans) . ref0)))));2;(State in (Init . (^ {ref0:(one State),ref1:(one State)|(some ((ref0 . (State <: trans)) . ref1))})));10
180;this/inv3;(all ref0:(one State)|(((ref0 . (State <: trans)) . State) = Event));2;(all ref0:(one Event),ref1:(one State)|(lone (ref0 . (ref1 . (State <: trans)))));10
181;this/inv4;(all ref3:(one Init)|(State in (ref3 . (^ {ref0:(one State),ref1:(one State)|(some ref2:(one Event)|((ref0 -> (ref2 -> ref1)) in (State <: trans)))}))));2;(State in (Init . (^ {ref0:(one State),ref1:(one State)|(some ref2:(one Event)|((ref0 -> (ref2 -> ref1)) in (State <: trans)))})));9
182;this/inv4;(all ref3:(one Init)|(State in (ref3 . (* {ref0:(one State),ref1:(one State)|(some ref2:(one Event)|((ref0 -> (ref2 -> ref1)) in (State <: trans)))}))));2;(State in (Init . (^ {ref0:(one State),ref1:(one State)|(some ref2:(one Event)|((ref0 -> (ref2 -> ref1)) in (State <: trans)))})));11
183;this/inv4;(all ref0:(one State)|(some (((* {ref1:(one State),ref2:(one State)|(some (ref1 <: ((State <: trans) :> ref2)))}) . ref0) & Init)));2;(all ref0:(one State)|((Init . (^ {ref1:(one State),ref2:(one State)|(some ((ref1 . (State <: trans)) . ref2))})) = State));19
184;this/inv4;(some ref3:(one Init)|(State in (ref3 . (^ {ref0:(one State),ref1:(one State)|(some ref2:(one Event)|((ref0 -> (ref2 -> ref1)) in (State <: trans)))}))));2;(State in (Init . (^ {ref0:(one State),ref1:(one State)|(some ref2:(one Event)|((ref0 -> (ref2 -> ref1)) in (State <: trans)))})));9
185;this/inv4;((Init . (* {ref0:(one State),ref1:(one State)|(some ref2:(one Event)|((ref0 -> (ref2 -> ref1)) in (State <: trans)))})) = State);2;((Init . (^ {ref0:(one State),ref1:(one State)|(some ref2:(one Event)|((ref0 -> (ref2 -> ref1)) in (State <: trans)))})) = State);8
186;this/inv4;(all ref0:(one Event),ref1:(one Init)|(State in (ref0 . (ref1 . (State <: trans)))));2;(State in (Init . (^ {ref0:(one State),ref1:(one State)|(some ((ref0 . (State <: trans)) . ref1))})));12
187;this/inv4;(((^ (Init . (State <: trans))) . State) = State);2;((Init . (^ {ref0:(one State),ref1:(one State)|(some ((ref0 . (State <: trans)) . ref1))})) = State);9
188;this/inv4;(all ref0:(one State)|(ref0 in (Init . (* ((State <: trans) . State)))));2;(all ref0:(one State)|(ref0 in (Init . (^ {ref1:(one State),ref2:(one State)|(some ((ref1 . (State <: trans)) . ref2))}))));11
189;this/inv4;(all ref0:(one State)|(State in (Event . (* (ref0 . (State <: trans))))));2;(State in (Init . (^ {ref0:(one State),ref1:(one State)|(ref1 in (Event . (ref0 . (State <: trans))))})));9
190;this/inv4;(all ref0:(one State)|(ref0 in ((Init . (State <: trans)) . State)));2;(all ref0:(one State)|(ref0 in (Init . (^ {ref1:(one State),ref2:(one State)|(some ((ref1 . (State <: trans)) . ref2))}))));12
191;this/inv4;(all ref0:(one State)|((Event -> ref0) in (Init . (State <: trans))));2;(all ref0:(one State)|(ref0 in (Init . (^ {ref1:(one State),ref2:(one State)|(some ((ref1 . (State <: trans)) . ref2))}))));12
192;this/inv4;(all ref0:(one Init),ref1:(one State)|(some (ref0 . (^ (ref1 . (State <: trans))))));2;(all ref0:(one State)|((Init . (^ {ref1:(one State),ref2:(one State)|(some ((ref1 . (State <: trans)) . ref2))})) = State));13
193;this/inv4;(all ref0:(one Init)|((Event . (ref0 . (State <: trans))) = State));2;((Init . (^ {ref0:(one State),ref1:(one State)|(some ((ref0 . (State <: trans)) . ref1))})) = State);9
194;this/inv4;(all ref0:(one Init)|((some Init) => (no ((State - Init) - (Event . (^ (ref0 . (State <: trans))))))));2;(State in (Init . (^ {ref0:(one State),ref1:(one State)|(ref1 in (Event . (ref0 . (State <: trans))))})));15
195;this/inv4;((Init . (^ ((State <: trans) . State))) = State);2;((Init . (^ {ref0:(one State),ref1:(one State)|(some ((ref0 . (State <: trans)) . ref1))})) = State);7
196;this/inv4;(all ref0:(one State)|(ref0 in (Init . (^ ((State <: trans) . State)))));2;(all ref0:(one State)|(ref0 in (Init . (^ {ref1:(one State),ref2:(one State)|(some ((ref1 . (State <: trans)) . ref2))}))));9
197;this/inv4;(all ref0:(one State)|(ref0 in (Event . ((Event . (Init . (State <: trans))) . (State <: trans)))));2;(all ref0:(one State)|(ref0 in (Init . (^ {ref1:(one State),ref2:(one State)|(ref2 in (Event . (ref1 . (State <: trans))))}))));13
198;this/inv4;(all ref0:(one Init)|(State in (ref0 . (* {ref1:(one State),ref2:(one State)|((ref1 -> (Event -> ref2)) in (State <: trans))}))));2;(State in (Init . (^ {ref0:(one State),ref1:(one State)|(some ref2:(one Event)|((ref0 -> (ref2 -> ref1)) in (State <: trans)))})));14
199;this/inv4;(all ref0:(one State)|(ref0 in (Init . (* (State -> (Event . (State . (State <: trans))))))));2;(all ref0:(one State)|(ref0 in (Init . (^ {ref1:(one State),ref2:(one State)|(ref2 in (Event . (ref1 . (State <: trans))))}))));12
200;this/inv5;(all ref0:(one State),ref1:(one State),ref2:(one State)|(some ref3:(one Event)|(((ref0 -> (ref3 -> ref1)) in (State <: trans)) => ((ref1 -> (ref3 -> ref0)) in (State <: trans)))));1;(all ref0:(one State),ref1:(one State)|({ref2:(one Event)|(some ref3:(one State)|((ref0 -> (ref2 -> ref3)) in (State <: trans)))} = {ref4:(one Event)|(some ref5:(one State)|((ref1 -> (ref4 -> ref5)) in (State <: trans)))}));18
201;this/inv5;(all ref0:(one State),ref1:(one State)|(some ref2:(one Event)|((ref0 -> (ref2 -> ref1)) in (State <: trans))));1;(all ref0:(one State),ref1:(one State)|((ref0 . ((State <: trans) . State)) = (ref1 . ((State <: trans) . State))));17
202;this/inv4;(all ref0:(one Init)|(State in (ref0 . (^ (ref0 -> (Event . (ref0 . (State <: trans))))))));1;(State in (Init . (^ {ref0:(one State),ref1:(one State)|(ref1 in (Event . (ref0 . (State <: trans))))})));9
203;this/inv2;(all ref0:(one State),ref1:(one State)|(((ref0 in Init) && (ref1 in Init)) => (ref0 = ref1)));1;(one ref0:(one State)|(ref0 in Init));11
204;this/inv3;((((State <: trans) . State) . Event) = State);1;(all ref0:(one Event),ref1:(one State)|(lone (ref0 . (ref1 . (State <: trans)))));9
205;this/inv3;(all ref0:(one Event),ref1:(one State)|(lone ((ref0 . (State <: trans)) . ref1)));1;(all ref0:(one Event),ref1:(one State)|(lone (ref0 . (ref1 . (State <: trans)))));8
206;this/inv4;(all ref0:(one Init)|(State in (State . (^ (ref0 -> (Event . (ref0 . (State <: trans))))))));1;(State in (Init . (^ {ref0:(one State),ref1:(one State)|(ref1 in (Event . (ref0 . (State <: trans))))})));9
207;this/inv5;(all ref0:(one State),ref1:(one State)|(some ref2:(one Event)|((ref0 -> (Event -> ref1)) in (State <: trans))));1;(all ref0:(one State),ref1:(one State)|((ref0 . ((State <: trans) . State)) = (ref1 . ((State <: trans) . State))));17
208;this/inv4;(all ref0:(one Init)|((State -> State) in (^ (ref0 -> (Event . (ref0 . (State <: trans)))))));1;(State in (Init . (^ {ref0:(one State),ref1:(one State)|(ref1 in (Event . (ref0 . (State <: trans))))})));11
209;this/inv3;(all ref0:(one State)|(lone ((State . (State <: trans)) . ref0)));1;(all ref0:(one Event),ref1:(one State)|(lone ((~ (ref1 . (State <: trans))) . ref0)));6
210;this/inv4;(all ref0:(one Init)|(State in ((^ (ref0 -> (Event . (ref0 . (State <: trans))))) . State)));1;(State in (Init . (^ {ref0:(one State),ref1:(one State)|(ref1 in (Event . (ref0 . (State <: trans))))})));9
211;this/inv5;(all ref0:(one State),ref1:(one State)|((ref0 -> (Event -> ref1)) in (State <: trans)));1;(all ref0:(one State),ref1:(one State)|((ref0 . ((State <: trans) . State)) = (ref1 . ((State <: trans) . State))));16
212;this/inv3;(all ref0:(one Event)|(((State <: trans) . ref0) in (State -> State)));1;(all ref0:(one State)|(((~ (ref0 . (State <: trans))) . (ref0 . (State <: trans))) in iden));11
213;this/inv5;(all ref0:(one Event),ref1:(one State)|((ref1 -> (ref0 -> State)) in (State <: trans)));1;(all ref0:(one State)|(((ref0 . (State <: trans)) . State) = ((State . (State <: trans)) . State)));15
214;this/inv4;(all ref0:(one Init)|((State -> State) in (^ (State -> (Event . (ref0 . (State <: trans)))))));1;(State in (Init . (^ {ref0:(one State),ref1:(one State)|(ref1 in (Event . (ref0 . (State <: trans))))})));11
215;this/inv3;(iden in ((~ (State . (State <: trans))) . (State . (State <: trans))));1;(all ref0:(one State)|(((~ (ref0 . (State <: trans))) . (ref0 . (State <: trans))) in iden));7
216;this/inv4;(all ref0:(one Init)|(State in (ref0 . (^ (State -> (Event . (ref0 . (State <: trans))))))));1;(State in (Init . (^ {ref0:(one State),ref1:(one State)|(ref1 in (Event . (ref0 . (State <: trans))))})));9
217;this/inv5;(State in (Event . (State . (State <: trans))));1;(all ref0:(one State)|(((ref0 . (State <: trans)) . State) = ((State . (State <: trans)) . State)));9
218;this/inv3;(all ref0:(one Event),ref1:(one State)|(lone (ref0 -> ref1)));1;(all ref0:(one Event),ref1:(one State)|(lone (ref0 <: (ref1 . (State <: trans)))));8
219;this/inv3;(all ref0:(one Event)|(((~ ((State <: trans) . ref0)) . ((State <: trans) . ref0)) in iden));1;(all ref0:(one State)|(((~ (ref0 . (State <: trans))) . (ref0 . (State <: trans))) in iden));6
220;this/inv4;(State in (Init . (^ {ref0:(one State),ref1:(one State)|(ref1 = (Event . (ref0 . (State <: trans))))})));1;(State in (Init . (^ {ref0:(one State),ref1:(one State)|(ref1 in (Event . (ref0 . (State <: trans))))})));6
221;this/inv5;(all ref0:(one State)|((Event . (ref0 . (State <: trans))) in (Event . (State . (State <: trans)))));1;(all ref0:(one State)|(((ref0 . (State <: trans)) . State) = ((State . (State <: trans)) . State)));8
222;this/inv4;(((# State) = 1) || (State in (Init . (^ (State -> State)))));1;(State in (Init . (^ {ref0:(one State),ref1:(one State)|(some ((ref0 . (State <: trans)) . ref1))})));16
223;this/inv4;(((# State) != 1) && (State in (Init . (^ (State -> State)))));1;(State in (Init . (^ {ref0:(one State),ref1:(one State)|(some ((ref0 . (State <: trans)) . ref1))})));16
224;this/inv4;(State in (Init . (* {ref0:(one State),ref1:(one State)|(some ((State <: trans) & (ref0 -> (Event -> ref1))))})));1;(State in (Init . (^ {ref0:(one State),ref1:(one State)|(some ((State <: trans) & (ref0 -> (Event -> ref1))))})));6
225;this/inv3;(one ((State <: trans) . State));1;(all ref0:(one Event),ref1:(one State)|(lone (ref0 <: (ref1 . (State <: trans)))));8
226;this/inv5;(all ref0:(one State)|(some ref1:(one State)|(some (ref0 -> (Event -> ref1)))));1;(all ref0:(one State),ref1:(one State)|((ref0 . ((State <: trans) . State)) = (ref1 . ((State <: trans) . State))));17
227;this/inv4;((Init . (* {ref0:(one State),ref1:(one State)|(some ref2:(one Event)|(ref1 = (ref2 . (ref0 . (State <: trans)))))})) = State);1;((Init . (^ {ref0:(one State),ref1:(one State)|(some ((ref0 . (State <: trans)) . ref1))})) = State);12
228;this/inv3;(all ref0:(one State)|(one ref1:(one Event)|(lone ((State <: trans) . ref1))));1;(all ref0:(one Event),ref1:(one State)|(lone (ref0 <: (ref1 . (State <: trans)))));8
229;this/inv4;(all ref0:(one State)|(some ref1:(one Init)|((ref1 -> (Event -> ref0)) in (State <: trans))));1;((Init . (~ (^ {ref0:(one State),ref1:(one State)|(some ref2:(one Event)|((ref1 -> (ref2 -> ref0)) in (State <: trans)))}))) = State);13
230;this/inv1;(lone ((State <: trans) . State));1;(no ref0:(one State)|(no (ref0 . (State <: trans))));5
231;this/inv4;(State in (Init + (Init . (^ {ref0:(one State),ref1:(one State)|((ref0 + (Event . (ref0 . (State <: trans)))) = ref1)}))));1;(State in (Init . (^ {ref0:(one State),ref1:(one State)|(ref1 in (Event . (ref0 . (State <: trans))))})));12
232;this/inv4;(all ref2:(one (State - Init))|(ref2 in (Init . (* {ref0:(one State),ref1:(one State)|(some ((State <: trans) & (ref0 -> (Event -> ref1))))}))));1;(all ref2:(one State)|(ref2 in (Init . (^ {ref0:(one State),ref1:(one State)|(some ((State <: trans) & (ref0 -> (Event -> ref1))))}))));8
233;this/inv5;(all ref0:(one Event),ref1:(one State)|((ref0 . (ref1 . (State <: trans))) in (Event . (State . (State <: trans)))));1;(all ref0:(one State)|(((ref0 . (State <: trans)) . State) = ((State . (State <: trans)) . State)));11
234;this/inv4;(all ref0:(one Init),ref1:(one State)|(ref1 in ((ref0 . (State <: trans)) . Event)));1;(State in (Init . (^ {ref0:(one State),ref1:(one State)|(ref1 in (Event . (ref0 . (State <: trans))))})));11
235;this/inv3;(((~ (State . (State <: trans))) . (State . (State <: trans))) in (State -> State));1;(all ref0:(one State)|(((~ (ref0 . (State <: trans))) . (ref0 . (State <: trans))) in iden));9
236;this/inv3;(all ref0:(one State)|(one ref1:(one Event)|(lone ((ref0 . (State <: trans)) -> ref1))));1;(all ref0:(one Event),ref1:(one State)|(lone (ref0 . (ref1 . (State <: trans)))));8
237;this/inv3;(all ref0:(one State)|(one ref1:(one Event)|(lone (ref0 -> ref1))));1;(all ref0:(one Event),ref1:(one State)|(lone (ref0 <: (ref1 . (State <: trans)))));8
238;this/inv3;(all ref0:(one Event),ref1:(one State)|(lone ((State <: trans) . (ref1 -> ref0))));1;(all ref0:(one Event),ref1:(one State)|(lone ((~ (ref1 . (State <: trans))) . ref0)));9
239;this/inv5;(all ref0:(one State)|(((ref0 . (State <: trans)) . Event) in Event));1;(all ref0:(one State)|(((ref0 . (State <: trans)) . State) = ((State . (State <: trans)) . State)));12
240;this/inv3;((State -> State) in ((~ (State . (State <: trans))) . (State . (State <: trans))));1;(all ref0:(one State)|(((~ (ref0 . (State <: trans))) . (ref0 . (State <: trans))) in iden));9
241;this/inv4;(State in (Init . (^ {ref0:(one State),ref1:(one State)|(ref1 in (ref0 + (Event . (ref0 . (State <: trans)))))})));1;(State in (Init . (^ {ref0:(one State),ref1:(one State)|(ref1 in (Event . (ref0 . (State <: trans))))})));6
242;this/inv2;(all ref0:(one State)|(Init in ref0));1;(one Init);4
243;this/inv4;(all ref0:(one Init),ref1:(one State)|(ref1 in ((ref0 . (State <: trans)) . ref1)));1;(State in (Init . (^ {ref0:(one State),ref1:(one State)|(some ((ref0 . (State <: trans)) . ref1))})));10
244;this/inv1;(iden in ((State . (State <: trans)) . (~ ((State <: trans) . State))));1;((State . iden) in (((State <: trans) . State) . Event));7
245;this/inv3;(all ref0:(one Event),ref1:(one State)|(lone ((ref1 -> ref0) & (State . (State <: trans)))));1;(all ref0:(one Event),ref1:(one State)|(lone ((ref0 -> State) & (ref1 . (State <: trans)))));8
246;this/inv4;(State in ((Event . ((Event . ((Event . (Init . (State <: trans))) . (State <: trans))) . (State <: trans))) + ((Event . ((Event . (Init . (State <: trans))) . (State <: trans))) + ((Event . (Init . (State <: trans))) + Init))));1;(State in ((Event . ((Event . ((Event . (Init . (State <: trans))) . (State <: trans))) . (State <: trans))) + ((Event . ((Event . (Init . (State <: trans))) . (State <: trans))) + (Event . (Init . (State <: trans))))));2
247;this/inv1;(no ref0:(one State)|(none = ((ref0 . (State <: trans)) . Event)));1;((((State <: trans) . State) . Event) = State);5
248;this/inv3;(all ref0:(one Event),ref1:(one State)|(lone (ref0 . (~ (ref1 . (State <: trans))))));1;(all ref0:(one Event),ref1:(one State)|(lone (ref0 . (ref1 . (State <: trans)))));5
249;this/inv4;(all ref0:(one Event),ref1:(one Init),ref2:(one State)|(ref2 in (((State <: trans) . ref1) . ref0)));1;(State in (Init . (^ {ref0:(one State),ref1:(one State)|(some ((ref0 . (State <: trans)) . ref1))})));13
250;this/inv4;(all ref0:(one State)|(some ref1:(one Init)|(some (ref1 . (^ {ref2:(one State),ref3:(one State)|(some ((ref2 . (State <: trans)) . ref3))})))));1;(all ref0:(one State)|(some ref1:(one Init)|(ref0 in (ref1 . (^ {ref2:(one State),ref3:(one State)|(some ((ref2 . (State <: trans)) . ref3))})))));11
251;this/inv4;(all ref0:(one Event),ref1:(one Init),ref2:(one State)|(ref2 in ((ref1 . (State <: trans)) . ref0)));1;(all ref0:(one State)|(ref0 in (Init . (^ {ref1:(one State),ref2:(one State)|(ref2 in (Event . (ref1 . (State <: trans))))}))));13
252;this/inv5;(all ref0:(one State),ref1:(one State)|(((ref0 . (State <: trans)) . univ) = ((univ . (State <: trans)) . ref0)));1;(all ref0:(one State),ref1:(one State)|(((ref0 . (State <: trans)) . univ) = ((ref1 . (State <: trans)) . univ)));8
253;this/inv3;(all ref0:(one Event),ref1:(one Event),ref2:(one State)|((((ref2 -> ref0) in (State . (State <: trans))) && ((ref2 -> ref1) in (State . (State <: trans)))) => (ref0 = ref1)));1;(all ref0:(one Event),ref1:(one State)|(lone ref2:(one State)|((ref0 -> ref2) in (ref1 . (State <: trans)))));22
254;this/inv4;(all ref0:(one Event),ref1:(one Init),ref2:(one State)|(ref2 in (((State <: trans) . ref0) . ref1)));1;(State in (Init . (^ {ref0:(one State),ref1:(one State)|(some ((ref0 . (State <: trans)) . ref1))})));13
255;this/inv3;(all ref0:(one State)|(one ref1:(one Event)|(lone (ref0 . (State <: trans)))));1;(all ref0:(one Event),ref1:(one State)|(lone (ref0 . (ref1 . (State <: trans)))));6
256;this/inv3;(all ref0:(one Event),ref1:(one Event),ref2:(one State)|((! disj[ref0,ref1]) || ((((ref2 -> ref0) in (State . (State <: trans))) && ((ref2 -> ref1) in (State . (State <: trans)))) => (ref0 = ref1))));1;(all ref0:(one Event),ref1:(one State)|(lone ref2:(one State)|((ref0 -> ref2) in (ref1 . (State <: trans)))));27
257;this/inv4;(State in (Init . {ref0:(one State),ref1:(one State)|(some ref2:(one Event)|(ref1 = (ref2 . (ref0 . (State <: trans)))))}));1;(State in (Init . (^ {ref0:(one State),ref1:(one State)|(some ref2:(one Event)|(ref1 in (ref2 . (ref0 . (State <: trans)))))})));9
258;this/inv4;(all ref0:(one Event)|(State in (Init . (* (ref0 . (State <: trans))))));1;(State in (Init . (^ {ref0:(one State),ref1:(one State)|(some ((ref0 . (State <: trans)) . ref1))})));8
259;this/inv3;(((State . (State <: trans)) . (~ (State . (State <: trans)))) in iden);1;(all ref0:(one State)|(((~ (ref0 . (State <: trans))) . (ref0 . (State <: trans))) in iden));7
260;this/inv4;(State in (State . {ref0:(one State),ref1:(one State)|(some ref2:(one Event)|(ref1 = (ref2 . (ref0 . (State <: trans)))))}));1;(State in (Init . (^ {ref0:(one State),ref1:(one State)|(some ref2:(one Event)|(ref1 in (ref2 . (ref0 . (State <: trans)))))})));11
261;this/inv4;(all ref0:(one Init)|(some ref1:(one Event)|(State in (ref1 . (^ (ref0 . (State <: trans)))))));1;(State in (Init . (^ {ref0:(one State),ref1:(one State)|(some ((ref0 . (State <: trans)) . ref1))})));9
262;this/inv5;(all ref0:(one State),ref1:(one State)|((Event . (ref0 . (State <: trans))) = (Event . (ref1 . (State <: trans)))));1;(all ref0:(one State),ref1:(one State)|(((ref0 . (State <: trans)) . State) = ((ref1 . (State <: trans)) . State)));8
263;this/inv4;((Init . (^ {ref0:(one State),ref1:(one State)|((ref0 -> (Event -> ref1)) in (State <: trans))})) in State);1;((Init . (^ {ref0:(one State),ref1:(one State)|(some ref2:(one Event)|((ref0 -> (ref2 -> ref1)) in (State <: trans)))})) = State);9
264;this/inv5;(all ref0:(one State),ref1:(one State)|((State . (ref0 . (State <: trans))) = (State . (ref1 . (State <: trans)))));1;(all ref0:(one State),ref1:(one State)|((State . (~ (ref0 . (State <: trans)))) = (State . (~ (ref1 . (State <: trans))))));6
265;this/inv3;(all ref0:(one Event),ref1:(one Event),ref2:(one State)|((((ref2 -> ref0) in ((State <: trans) . State)) && ((ref2 -> ref1) in ((State <: trans) . State))) => (ref0 = ref1)));1;(all ref0:(one Event),ref1:(one State)|(lone ref2:(one State)|((ref0 -> ref2) in (ref1 . (State <: trans)))));22
