;predicate;formula;frequency;closest_solution;solution_distance
194;this/prop6;((once (File in Trash)) => (always (File in Trash)));2;(always (all ref0:(one Trash)|((once (ref0 in Trash)) => (always (ref0 in Trash)))));6
195;this/prop5;(eventually (some ref0:(one File)|(after (ref0 in Trash))));2;(eventually (some ref0:(one File)|(after (ref0 !in File))));6
196;this/prop6;(all ref0:(one File)|(always ((ref0 in Trash) => (after (ref0 in Trash)))));2;(always (all ref0:(one File)|((ref0 in Trash) => (after (ref0 in Trash)))));2
197;this/prop5;(eventually (some ref0:(one (File - Protected))|(ref0 in Trash)));2;(eventually (some ref0:(one File)|(after (ref0 !in File))));7
198;this/prop6;(all ref0:(one File)|((ref0 in Trash) triggered (ref0 in Trash)));2;(always (all ref0:(one Trash)|((ref0 in Trash) => (always (ref0 in Trash)))));6
199;this/prop6;((always (some Trash)) => (always (Trash in (Trash)')));2;(always ((some Trash) => (always (Trash in (Trash)'))));2
200;this/prop8;((some (File <: link)) => (eventually (((File <: link) . File) in Trash)));2;(always (all ref0:(one File)|((some (ref0 . (File <: link))) => (eventually (ref0 in Trash)))));8
201;this/prop6;((File in Trash) since (File in Trash));2;(always (Trash in (Trash)'));8
202;this/prop6;((once (File in Trash)) since (File in Trash));2;(always (all ref0:(one Trash)|((once (ref0 in Trash)) => (always (ref0 in Trash)))));9
203;this/prop8;((some (File <: link)) => (eventually ((((File <: link) . File) - Protected) in Trash)));2;(always (all ref0:(one File)|((some (ref0 . (File <: link))) => (eventually (ref0 in Trash)))));10
204;this/prop5;(eventually ((File)' !in File));2;(eventually (File !in (File)'));2
205;this/prop16;(always ((Protected)' = Protected));2;(always (all ref0:(one (File & Protected))|(historically (ref0 in Protected))));7
206;this/prop11;(always (all ref0:(one File)|(ref0 in (Protected)')));2;(always (all ref0:(one (File - Protected))|(ref0 in (Protected)')));2
207;this/prop16;(always (Protected in (Protected)'));2;(always (all ref0:(one (File & Protected))|(historically (ref0 in Protected))));5
208;this/prop5;(eventually ((File)' in File));2;(eventually (File !in (File)'));4
209;this/prop14;((eventually (some (Protected & Trash))) => (no ((Protected)' & (Trash)')));2;(always (all ref0:(one Protected)|((some (ref0 & Trash)) => (no ((Protected)' & ref0)))));8
210;this/prop11;(always (all ref0:(one File)|(after (ref0 in Protected))));2;(always (all ref0:(one (File - Protected))|(after (ref0 in Protected))));2
211;this/prop11;(after ((File - Protected) in Protected));2;(always ((File - Protected) in (Protected)'));3
212;this/prop8;(all ref0:(one File)|((some (ref0 . (File <: link))) => (eventually ((ref0 + (ref0 . (File <: link))) in Trash))));2;(always (all ref0:(one File)|((some (ref0 . (File <: link))) => (eventually (ref0 in Trash)))));7
213;this/prop6;(eventually (some ref0:(one Trash)|(always (ref0 in Trash))));2;(always (all ref0:(one (File & Trash))|(always (ref0 in Trash))));4
214;this/prop10;(all ref0:(one File)|(always ((ref0 in Protected) => (always (ref0 in Protected)))));2;(always (all ref0:(one Protected)|((always (ref0 in Protected)) && (historically (ref0 in Protected)))));7
215;this/prop8;(eventually (all ref0:(one File)|((ref0 in (ref0 . (File <: link))) => (ref0 in Trash))));2;(always (all ref0:(one File)|((ref0 in ((File <: link) . File)) => (eventually (ref0 in Trash)))));7
216;this/prop7;(some (File & Protected));2;(eventually (some (File & Protected)));1
217;this/prop12;(eventually (some ref0:(one (File - Trash))|((ref0 in Trash) => (always (ref0 in Trash)))));2;(eventually (some ref0:(one File)|((ref0 in Trash) releases (always (ref0 in Trash)))));4
218;this/prop10;(always (all ref0:(one File)|((ref0 in Protected) => (after (ref0 in Protected)))));2;(always (all ref0:(one Protected)|((always (ref0 in Protected)) && (historically (ref0 in Protected)))));7
219;this/prop6;(all ref0:(one File)|((always (ref0 in Trash)) => (ref0 in Trash)));2;(always (all ref0:(one Trash)|((ref0 in Trash) => (always (ref0 in Trash)))));5
220;this/prop14;(all ref0:(one Protected)|((ref0 !in Protected) since (ref0 in Trash)));2;(always (all ref0:(one (Protected & Trash))|(after (ref0 !in Protected))));8
221;this/prop6;(some ref0:(one File)|((once (ref0 in Trash)) => (always (ref0 in Trash))));2;(always (all ref0:(one Trash)|((once (ref0 in Trash)) => (always (ref0 in Trash)))));3
222;this/prop6;(always (some ref0:(one File)|(ref0 in Trash)));2;(always (all ref0:(one (File & Trash))|(always (ref0 in Trash))));3
223;this/prop5;((eventually (no Trash)) && (some Trash));2;(eventually (some ref0:(one File)|(eventually (no (ref0 & File)))));9
224;this/prop6;(always (some ref0:(one File)|((ref0 in Trash) => (ref0 in (Trash)'))));2;(always (all ref0:(one File)|((ref0 in Trash) => (ref0 in (Trash)'))));2
225;this/prop10;(always (no (Protected & Trash)));2;(always ((Protected)' = Protected));6
226;this/prop10;(always (Protected in Protected));2;(always ((Protected)' = Protected));3
227;this/prop12;(always (all ref0:(one File)|((eventually (ref0 in Trash)) && ((ref0 in Trash) until (ref0 !in Trash)))));2;(eventually (some ref0:(one File)|((always (ref0 in Trash)) && (ref0 in Trash))));10
228;this/prop8;(eventually (some ref0:(one File),ref1:(one File)|(((ref0 -> ref1) in (File <: link)) => (ref0 in Trash))));2;(always (all ref0:(one File),ref1:(one File)|(((ref0 -> ref1) in (File <: link)) => (eventually (ref0 in Trash)))));7
229;this/prop5;(eventually (((File)' != File) && (File in (File)')));2;(eventually (File !in (File)'));7
230;this/prop5;(some ref0:(one File)|(eventually (no (ref0 & File))));2;(eventually (some ref0:(one File)|(eventually (no (ref0 & File)))));3
231;this/prop9;(all ref0:(one File)|((eventually (ref0 in Protected)) => (always (ref0 !in Trash))));2;(always (all ref0:(one File)|((ref0 in Protected) => (ref0 !in Trash))));5
232;this/prop9;(all ref0:(one File)|((once (ref0 in Protected)) => (always (ref0 !in Trash))));2;(always (all ref0:(one File)|((ref0 in Protected) => (ref0 !in Trash))));5
233;this/prop5;(eventually (((File)' != File) && ((File)' in File)));2;(eventually (File !in (File)'));7
234;this/prop11;(((File - Protected) - Trash) in (Protected)');2;(always ((File - Protected) in (Protected)'));3
235;this/prop9;(all ref0:(one File)|(always ((ref0 in Protected) => (always (ref0 !in Trash)))));2;(always (all ref0:(one File)|((ref0 in Protected) => (ref0 !in Trash))));3
236;this/prop5;(some ref0:(one File)|((eventually (always (ref0 !in File))) && (eventually (ref0 in Trash))));2;(eventually (some ref0:(one File)|(after (ref0 !in File))));9
237;this/prop12;(some ref0:(one File)|(eventually (ref0 in Trash)));2;(eventually (some ref0:(one Trash)|(always (ref0 in Trash))));3
238;this/prop5;(always (some ref0:(one Trash)|(eventually (ref0 !in File))));2;(eventually (some ref0:(one File)|(after (ref0 !in File))));4
239;this/prop18;(all ref0:(one Protected)|((ref0 !in Protected) since (ref0 in Trash)));2;(always (all ref0:(one Protected)|((after (ref0 !in Protected)) => (ref0 in Trash))));6
240;this/prop5;(eventually ((# (File)') < (# File)));2;(eventually (File !in (File)'));6
241;this/prop18;(always (all ref0:(one File)|((ref0 in Trash) triggered (ref0 in Protected))));2;(always (all ref0:(one Protected)|((ref0 in Trash) releases (ref0 in Protected))));4
242;this/prop8;(always (some ref0:(one File)|(eventually ((ref0 . (File <: link)) in Trash))));2;(always (all ref0:(one ((File <: link) . File))|(eventually (ref0 in Trash))));4
243;this/prop6;(always ((some File) => (File in (File)')));2;(always ((some Trash) => (always (Trash in (Trash)'))));7
244;this/prop9;((always (all ref0:(one Protected)|(always (ref0 !in Trash)))) && (always (no (Protected & Trash))));2;(always (no (Protected & Trash)));7
245;this/prop11;(always ((Protected)' = ((File - Protected) + Protected)));2;(always ((File - Protected) in (Protected)'));6
246;this/prop10;(always (all ref0:(one Protected)|((eventually (ref0 in Protected)) => (always (ref0 in Protected)))));2;(always (all ref0:(one Protected)|((always (ref0 in Protected)) && (historically (ref0 in Protected)))));8
247;this/prop12;(eventually (some ref0:(one File)|((ref0 !in Trash) => (ref0 in (Trash)'))));2;(eventually (some ref0:(one Trash)|(always (ref0 in Trash))));8
248;this/prop8;(always (all ref0:(one File),ref1:(one File)|(((ref0 -> ref1) in (File <: link)) => (eventually ((ref0 in Trash) && (ref1 in Trash))))));2;(always (all ref0:(one File),ref1:(one File)|(((ref0 -> ref1) in (File <: link)) => (eventually (ref0 in Trash)))));8
249;this/prop6;(always (all ref0:(one File)|((ref0 in Trash) since (ref0 in Trash))));2;(always (all ref0:(one Trash)|((ref0 in Trash) => (always (ref0 in Trash)))));5
250;this/prop10;(Protected in (Protected)');2;(always ((Protected)' = Protected));5
251;this/prop13;(always (some ref0:(one File)|((ref0 in Trash) => (once (ref0 !in Trash)))));2;(always (all ref0:(one File)|((ref0 in Trash) => (once (ref0 !in Trash)))));2
252;this/prop5;(some ref0:(one File)|((eventually (ref0 in Trash)) && ((ref0 . (~ (File <: link))) in Trash)));2;(eventually (some ref0:(one File)|(after (ref0 !in File))));14
253;this/prop6;(always (all ref0:(one File)|((always (ref0 in Trash)) since (ref0 in Trash))));2;(always (all ref0:(one (File & Trash))|(always (ref0 in Trash))));6
254;this/prop14;(always (all ref0:(one File)|((ref0 in Trash) => (after (ref0 !in Protected)))));2;(always (all ref0:(one Protected)|((ref0 in Trash) => (after (ref0 !in Protected)))));2
255;this/prop8;(always (some ref0:(one ((File <: link) . File))|(eventually (ref0 in Trash))));2;(always (all ref0:(one ((File <: link) . File))|(eventually (ref0 in Trash))));2
256;this/prop8;(always (some ref0:(one File)|((ref0 in ((File <: link) . File)) => (eventually (ref0 in Trash)))));2;(always (all ref0:(one File)|((ref0 in ((File <: link) . File)) => (eventually (ref0 in Trash)))));2
257;this/prop12;(eventually (all ref0:(one File)|((ref0 in Trash) => (ref0 in Trash))));2;(eventually (some ref0:(one File)|((ref0 in Trash) releases (always (ref0 in Trash)))));5
258;this/prop10;((Protected)' in Protected);2;(always ((Protected)' = Protected));3
259;this/prop8;(eventually (always (all ref0:(one (File . (File <: link)))|(ref0 in Trash))));2;(always (all ref0:(one ((File <: link) . File))|(eventually (ref0 in Trash))));4
260;this/prop8;(always (all ref0:(one (File . (File <: link)))|(eventually (always (ref0 in Trash)))));2;(always (all ref0:(one ((File <: link) . File))|(eventually (ref0 in Trash))));3
261;this/prop5;(some ref0:(one File)|((eventually (always (ref0 !in File))) since (ref0 in Trash)));2;(eventually (some ref0:(one File)|(after (ref0 !in File))));8
262;this/prop5;(some ref0:(one File)|(eventually (always (ref0 !in File))));2;(eventually (some ref0:(one File)|(after (ref0 !in File))));4
263;this/prop5;((eventually (some Trash)) && (some File));2;(eventually (some (File - (File)')));8
264;this/prop12;(eventually (all ref0:(one File)|((ref0 in Trash) => (always (ref0 in (Trash)')))));2;(eventually (some ref0:(one File)|((ref0 in Trash) releases (always (ref0 in Trash)))));5
265;this/prop9;(always (no (Protected + Trash)));2;(always (no (Protected & Trash)));2
266;this/prop5;(eventually (all ref0:(one File)|(ref0 !in File)));2;(eventually (some ref0:(one File)|(after (ref0 !in File))));3
267;this/prop6;(eventually (some ref0:(one File)|(always (ref0 !in (File)'))));2;(always (all ref0:(one Trash)|(ref0 in (Trash)')));7
268;this/prop6;(always (all ref0:(one (File & Trash))|(ref0 in Trash)));2;(always (all ref0:(one (File & Trash))|(always (ref0 in Trash))));3
269;this/prop12;(always (all ref0:(one File)|(eventually (always (ref0 in Trash)))));2;(eventually (some ref0:(one Trash)|(always (ref0 in Trash))));3
270;this/prop12;(some ref0:(one File)|(always (eventually (always (ref0 in Trash)))));2;(eventually (some ref0:(one Trash)|(always (ref0 in Trash))));3
271;this/prop11;(always ((some (File - Protected)) => (after ((File - Protected) in Protected))));2;(always ((some (File - Protected)) => ((File - Protected) in (Protected)')));2
272;this/prop12;(eventually (all ref0:(one Trash)|(always (ref0 in Trash))));2;(eventually (some ref0:(one Trash)|(always (ref0 in Trash))));2
273;this/prop10;(always (all ref0:(one Protected)|((ref0 in Protected) => (after (always (ref0 in Protected))))));2;(always (all ref0:(one Protected)|((always (ref0 in Protected)) && (historically (ref0 in Protected)))));8
274;this/prop7;(eventually (File in Protected));2;(eventually (some (File & Protected)));3
275;this/prop6;(all ref0:(one File)|((always (ref0 in (Trash)')) && (ref0 in Trash)));2;(always (all ref0:(one Trash)|(ref0 in (Trash)')));6
276;this/prop10;(always (all ref0:(one File)|((ref0 in Protected) => (after (always (ref0 in Protected))))));2;(always (all ref0:(one Protected)|((always (ref0 in Protected)) && (historically (ref0 in Protected)))));8
277;this/prop11;(always (all ref0:(one File)|((ref0 in (File - Protected)) => ((ref0)' in Protected))));2;(always (all ref0:(one File)|((ref0 in (File - Protected)) => (after (ref0 in Protected)))));4
278;this/prop6;(always (File in Trash));2;(always (Trash in (Trash)'));3
279;this/prop14;(all ref0:(one Protected)|((eventually (ref0 in Trash)) => (after (ref0 !in Protected))));2;(always (all ref0:(one Protected)|((ref0 in Trash) => (after (ref0 !in Protected)))));4
280;this/prop8;(always (all ref0:(one File)|((some ((File <: link) . ref0)) => (eventually (((File <: link) . ref0) in Trash)))));2;(always (all ref0:(one File)|((some (ref0 . (File <: link))) => (eventually (ref0 in Trash)))));6
281;this/prop5;(always (all ref0:(one File)|(eventually (ref0 !in File))));2;(eventually (some ref0:(one File)|(after (ref0 !in File))));4
282;this/prop13;(always (all ref0:(one File)|((ref0 in Trash) => (before (ref0 !in Trash)))));2;(always (all ref0:(one File)|((ref0 in Trash) => (once (ref0 !in Trash)))));4
283;this/prop6;(all ref0:(one File)|(always (ref0 in Trash)));2;(always (all ref0:(one (File & Trash))|(always (ref0 in Trash))));3
284;this/prop13;(always (all ref0:(one File)|((ref0 !in Trash) until (ref0 in Trash))));2;(always (all ref0:(one Trash)|(once (ref0 !in Trash))));7
285;this/prop12;(some ref0:(one File)|((eventually (ref0 in Trash)) => (eventually (ref0 !in Trash))));2;(eventually (some ref0:(one Trash)|(always (ref0 in Trash))));8
286;this/prop12;(always (all ref0:(one File)|((ref0 in Trash) => (always (ref0 in (Trash)')))));2;(eventually (some ref0:(one File)|((ref0 in Trash) releases (always (ref0 in Trash)))));7
287;this/prop16;(all ref0:(one File)|((once (ref0 in Protected)) => (historically (ref0 in Protected))));2;(always (all ref0:(one File)|((ref0 in Protected) => (historically (ref0 in Protected)))));4
288;this/prop12;(always (some ref0:(one File)|((eventually (ref0 in Trash)) => (eventually (ref0 !in Trash)))));2;(eventually (some ref0:(one Trash)|(always (ref0 in Trash))));9
289;this/prop10;(all ref0:(one File)|(always (ref0 in Protected)));2;(always ((Protected)' = Protected));6
290;this/prop14;(always (some ref0:(one (Protected & Trash))|(ref0 !in (Protected)')));2;(always (all ref0:(one (Protected & Trash))|(ref0 !in (Protected)')));2
291;this/prop5;(some ref0:(one Trash)|(eventually (no (ref0 & Trash))));2;(eventually (some ref0:(one File)|(eventually (no (ref0 & File)))));5
292;this/prop12;(eventually (some ref0:(one File)|(ref0 in Trash)));2;(eventually (some ref0:(one Trash)|(always (ref0 in Trash))));3
293;this/prop5;(some ref0:(one (Trash - Protected))|(eventually (no (ref0 & Trash))));2;(eventually (some ref0:(one File)|(eventually (no (ref0 & File)))));5
294;this/prop18;(all ref0:(one Protected)|(always ((ref0 in (Trash)') => (ref0 !in (Protected)'))));2;(always (all ref0:(one Protected)|((ref0 in Trash) releases (ref0 in Protected))));8
295;this/prop16;(all ref0:(one Protected)|(always (after (ref0 in Protected))));2;(always (all ref0:(one (File & Protected))|(historically (ref0 in Protected))));4
296;this/prop12;(all ref0:(one File)|((eventually (ref0 in Trash)) => (eventually (ref0 !in Trash))));2;(eventually (some ref0:(one Trash)|(always (ref0 in Trash))));8
297;this/prop3;(always (some (File)'));2;(always (some File));1
298;this/prop14;(always ((Protected)' = (Protected - (Protected & Trash))));2;(always (no ((Protected)' & (Protected & Trash))));5
299;this/prop18;(always (all ref0:(one Protected)|((ref0 !in Protected) => (before (ref0 in Trash)))));2;(always (all ref0:(one Protected)|((after (ref0 !in Protected)) => (ref0 in Trash))));4
300;this/prop16;(always (File in Protected));2;(always (all ref0:(one (File & Protected))|(historically (ref0 in Protected))));4
301;this/prop18;(all ref0:(one Protected)|((always (ref0 !in Protected)) => (before (ref0 in Trash))));2;(always (all ref0:(one Protected)|((after (ref0 !in Protected)) => (ref0 in Trash))));6
302;this/prop18;(always (all ref0:(one Protected)|((ref0 !in Protected) => (after (ref0 in Trash)))));2;(always (all ref0:(one Protected)|((after (ref0 !in Protected)) => (ref0 in Trash))));4
303;this/prop12;(all ref0:(one File)|(eventually (ref0 in Trash)));2;(eventually (some ref0:(one Trash)|(always (ref0 in Trash))));3
304;this/prop18;(always (all ref0:(one Protected)|((after (ref0 in Trash)) <=> (ref0 in (File - Protected)))));2;(always (all ref0:(one Protected)|((ref0 in Trash) releases (ref0 in Protected))));7
305;this/prop18;(always (all ref0:(one File)|((ref0 in Trash) => (ref0 !in (Protected)'))));2;(always (all ref0:(one Protected)|((ref0 in Trash) releases (ref0 in Protected))));7
306;this/prop18;(always (all ref0:(one File)|((ref0 in Trash) releases (ref0 !in Protected))));2;(always (all ref0:(one Protected)|((ref0 in Trash) releases (ref0 in Protected))));4
307;this/prop18;(all ref0:(one File)|((ref0 in Protected) until (ref0 in Trash)));2;(always (all ref0:(one Protected)|((after (ref0 !in Protected)) => (ref0 in Trash))));8
308;this/prop7;(always (all ref0:(one File)|(ref0 in Protected)));2;(eventually (some ref0:(one File)|(ref0 in Protected)));4
309;this/prop18;(always (all ref0:(one Protected)|((ref0 in Trash) => (ref0 !in Protected))));2;(always (all ref0:(one Protected)|((ref0 in Trash) releases (ref0 in Protected))));6
310;this/prop18;(always (all ref0:(one Protected)|((ref0 in (Trash - Protected)) triggered (ref0 !in Protected))));2;(always (all ref0:(one Protected)|((ref0 in Trash) releases (ref0 in Protected))));8
311;this/prop6;(all ref0:(one File)|(eventually (always (ref0 in Trash))));2;(always (all ref0:(one (File & Trash))|(always (ref0 in Trash))));4
312;this/prop12;(eventually (some ref0:(one File)|((ref0 !in Trash) => (always (ref0 in (Trash)')))));2;(eventually (some ref0:(one Trash)|(always (ref0 in Trash))));7
313;this/prop7;(some ref0:(one (File - Protected))|(eventually (ref0 in Protected)));2;(eventually (some ref0:(one File)|(ref0 in Protected)));2
314;this/prop9;(all ref0:(one File)|((always (ref0 !in Trash)) => (once (ref0 in Protected))));2;(always (all ref0:(one Protected)|(ref0 !in Trash)));7
315;this/prop18;(always (all ref0:(one Protected)|((eventually (ref0 in Trash)) => (ref0 !in Protected))));2;(always (all ref0:(one Protected)|((ref0 in Trash) releases (ref0 in Protected))));7
316;this/prop1;(historically (all ref0:(one File)|(ref0 in Protected)));2;(historically (no (Protected + Trash)));6
317;this/prop6;(some ref0:(one File)|((ref0 in Trash) releases (always (ref0 in Trash))));2;(always (all ref0:(one Trash)|((ref0 in Trash) => (always (ref0 in Trash)))));5
318;this/prop12;(some ref0:(one File)|((ref0 in Trash) since (ref0 !in Trash)));2;(eventually (some ref0:(one Trash)|(always (ref0 in Trash))));8
319;this/prop18;(always (all ref0:(one Protected)|((ref0 !in Protected) until (ref0 in Trash))));2;(always (all ref0:(one Protected)|((after (ref0 !in Protected)) => (ref0 in Trash))));5
320;this/prop12;(always (eventually (all ref0:(one File)|(ref0 in Trash))));2;(eventually (some ref0:(one Trash)|(always (ref0 in Trash))));4
321;this/prop18;(always (all ref0:(one Protected)|((ref0 in Trash) until (ref0 !in Protected))));2;(always (all ref0:(one Protected)|((ref0 in Trash) releases (ref0 in Protected))));6
322;this/prop12;((always (all ref0:(one File)|(eventually (ref0 in Trash)))) && (always (all ref1:(one Trash)|(ref1 in (Trash)'))));2;(eventually (some ref0:(one File)|((always (ref0 in Trash)) && (ref0 in Trash))));9
323;this/prop6;(all ref0:(one Trash)|((ref0 in Trash) since (ref0 in Trash)));2;(always (all ref0:(one Trash)|((ref0 in Trash) => (always (ref0 in Trash)))));6
324;this/prop12;(all ref0:(one File)|(((eventually (some Trash)) && (once (ref0 in Trash))) => (always (ref0 in Trash))));2;(eventually (some ref0:(one File)|((ref0 in Trash) releases (always (ref0 in Trash)))));10
325;this/prop12;((all ref0:(one File)|((ref0 in Trash) => (always (ref0 in Trash)))) && (eventually (some Trash)));2;(eventually (some ref0:(one File)|((ref0 in Trash) releases (always (ref0 in Trash)))));9
326;this/prop12;(always (all ref0:(one Trash)|((ref0 in Trash) releases (ref0 !in Trash))));2;(eventually (some ref0:(one Trash)|(always (ref0 in Trash))));7
327;this/prop12;(always (all ref0:(one File)|((ref0 in Trash) releases (ref0 !in Trash))));2;(eventually (some ref0:(one Trash)|(always (ref0 in Trash))));7
328;this/prop12;(always (all ref0:(one File)|((eventually (ref0 in Trash)) && ((ref0 in Trash) releases (ref0 !in Trash)))));2;(eventually (some ref0:(one File)|((always (ref0 in Trash)) && (ref0 in Trash))));10
329;this/prop1;((no (Protected & Trash)) && (no Trash));1;((no Protected) && (no Trash));2
330;this/prop1;(always ((no File) && (no Protected)));1;((historically (no Trash)) && (no Protected));4
331;this/prop10;(always (all ref0:(one Protected)|((ref0)' = ref0)));1;(always ((Protected)' = Protected));5
332;this/prop13;(all ref0:(one File)|(historically (ref0 in Trash)));1;(all ref0:(one Trash)|(once (ref0 in (File - Trash))));6
333;this/prop10;(all ref0:(one File)|((ref0 in Protected) => ((ref0)' in Protected)));1;(always (all ref0:(one Protected)|((always (ref0 in Protected)) && (historically (ref0 in Protected)))));8
334;this/prop5;(always (some ref0:(one File)|(ref0 !in (File)')));1;(eventually (some ref0:(one File)|(ref0 !in (File)')));4
335;this/prop10;(always (all ref0:(one File)|((ref0 in Protected) => ((ref0)' in Protected))));1;(always (all ref0:(one Protected)|((always (ref0 in Protected)) && (historically (ref0 in Protected)))));7
336;this/prop10;(always (all ref0:(one Protected)|((ref0)' in Protected)));1;(always ((Protected)' = Protected));5
337;this/prop5;(some ref0:(one File)|((always (ref0 in File)) && (eventually (ref0 !in File))));1;(eventually (some ref0:(one File)|((ref0 in File) => (eventually (ref0 !in File)))));6
338;this/prop10;(all ref0:(one Protected)|((ref0)' in Protected));1;(always ((Protected)' = Protected));6
339;this/prop14;((always (some (Protected & Trash))) => ((Protected & Trash) !in (Protected)'));1;(always (all ref0:(one File)|((ref0 in (Protected & Trash)) => (ref0 !in (Protected)'))));10
340;this/prop7;(after (some Protected));1;(eventually (some Protected));2
341;this/prop14;((always (some (Protected & Trash))) => (no ((Protected)' & (Protected & Trash))));1;(always (no ((Protected)' & (Protected & Trash))));7
342;this/prop14;(all ref0:(one Protected)|((always (some (ref0 & Trash))) => (no ((Protected)' & ref0))));1;(always (all ref0:(one Protected)|((some (ref0 & Trash)) => (no ((Protected)' & ref0)))));4
343;this/prop6;(all ref0:(one File)|((ref0 in Trash) since (ref0 !in Trash)));1;(always (all ref0:(one (File & Trash))|(always (ref0 in Trash))));8
344;this/prop6;(all ref0:(one File)|(always ((ref0 in Trash) => ((always (ref0 in Trash)) && (ref0 !in Protected)))));1;(always (all ref0:(one Trash)|((ref0 in Trash) => (always (ref0 in Trash)))));6
345;this/prop6;(all ref0:(one File)|((always (ref0 in Trash)) since (ref0 !in Trash)));1;(always (all ref0:(one (File & Trash))|(always (ref0 in Trash))));7
346;this/prop5;((after (eventually (no File))) && (some File));1;(eventually (some ref0:(one File)|(eventually (no (ref0 & File)))));8
347;this/prop5;(eventually (some ((File - Protected) & Trash)));1;(eventually (some (File - (File)')));5
348;this/prop6;(all ref0:(one File)|(always ((ref0 in (Trash - Protected)) => (always (ref0 in (Trash - Protected))))));1;(always (all ref0:(one Trash)|((ref0 in Trash) => (always (ref0 in Trash)))));6
349;this/prop13;((File in Trash) => (once (no Trash)));1;(all ref0:(one File)|((ref0 in Trash) => (once (ref0 !in Trash))));6
350;this/prop5;(all ref0:(one File)|(eventually (some ((ref0 . (File <: link)) & Trash))));1;(eventually (some ref0:(one File)|(eventually (no (ref0 & File)))));9
351;this/prop1;(always ((no Protected) && (no Trash)));1;((no Protected) && (no Trash));1
352;this/prop5;(eventually (some ref0:(one File)|(eventually ((File)' = (File - ref0)))));1;(eventually (File !in (File)'));8
353;this/prop6;(all ref0:(one File)|(always ((after (ref0 in Trash)) && (ref0 in Trash))));1;(always (all ref0:(one Trash)|((ref0 in Trash) => (always (ref0 in Trash)))));6
354;this/prop16;(always (all ref0:(one Protected)|(ref0 in (Protected)')));1;(always (all ref0:(one (File & Protected))|(historically (ref0 in Protected))));4
355;this/prop6;(all ref0:(one File)|((ref0 in Trash) triggered (always (ref0 in Trash))));1;(always (all ref0:(one Trash)|((ref0 in Trash) => (always (ref0 in Trash)))));5
356;this/prop6;((eventually (File in Trash)) => (always (File in Trash)));1;(always (all ref0:(one Trash)|((eventually (ref0 in Trash)) => (always (ref0 in Trash)))));6
357;this/prop8;(all ref0:(one File),ref1:(one File)|((ref0 . (File <: link)) = ref1));1;(always (all ref0:(one ((File <: link) . File))|(eventually (ref0 in Trash))));11
358;this/prop5;((no (File)') && (some File));1;(eventually (File !in (File)'));7
359;this/prop6;((always (some Trash)) => (always (some (Trash)')));1;(always ((some Trash) => (always (Trash in (Trash)'))));5
360;this/prop8;(all ref0:(one File),ref1:(one File)|(((ref0 . (File <: link)) = ref1) => (eventually (some (ref1 & Trash)))));1;(always (all ref0:(one File)|((some (ref0 . (File <: link))) => (eventually (ref0 in Trash)))));12
361;this/prop6;(all ref0:(one File)|(always ((ref0 in Trash) => (ref0 in (Trash)'))));1;(always (all ref0:(one File)|((ref0 in Trash) => (ref0 in (Trash)'))));2
362;this/prop16;(always (all ref0:(one File)|((ref0 in Protected) => (always (ref0 in (Protected)')))));1;(always (all ref0:(one File)|((ref0 in Protected) => (historically (ref0 in Protected)))));5
363;this/prop5;(eventually (some ref0:(one Trash)|((Trash)' = (Trash - ref0))));1;(eventually (File !in (File)'));9
364;this/prop8;((some (File <: link)) => (eventually ((File . (File <: link)) in Trash)));1;(always (all ref0:(one File)|((some (ref0 . (File <: link))) => (eventually (ref0 in Trash)))));8
365;this/prop16;(all ref0:(one Protected)|(always (some ((Protected)' & ref0))));1;(always (all ref0:(one (File & Protected))|(historically (ref0 in Protected))));9
366;this/prop6;(all ref0:(one File)|((some (ref0 & Trash)) => (always (ref0 in Trash))));1;(always (all ref0:(one Trash)|((ref0 in Trash) => (always (ref0 in Trash)))));6
367;this/prop5;(some Trash);1;(eventually (some (File - (File)')));6
368;this/prop5;(eventually (((File)' in File) && (File !in (File)')));1;(eventually (File !in (File)'));5
369;this/prop9;(historically (no (Protected & Trash)));1;(always (no (Protected & Trash)));2
370;this/prop16;(all ref0:(one Protected)|(always (some (ref0 & Protected))));1;(always (all ref0:(one (File & Protected))|(historically (ref0 in Protected))));6
371;this/prop5;(eventually (some ref0:(one File)|((ref0 !in File) => (always (ref0 !in File)))));1;(eventually (some ref0:(one File)|((ref0 in File) => (eventually (ref0 !in File)))));6
372;this/prop6;(all ref0:(one Trash)|(eventually (always (ref0 in Trash))));1;(always (all ref0:(one (File & Trash))|(always (ref0 in Trash))));4
373;this/prop11;(all ref0:(one File)|(always ((ref0 !in Protected) => (ref0 in (Protected)'))));1;(always (all ref0:(one File)|((ref0 !in Protected) => (ref0 in (Protected)'))));2
374;this/prop8;((some (File <: link)) => (eventually (((File <: link) . (File - Protected)) in Trash)));1;(always (all ref0:(one File)|((some (ref0 . (File <: link))) => (eventually (ref0 in Trash)))));10
375;this/prop8;(eventually (all ref0:(one File)|((ref0 + (ref0 . (File <: link))) in Trash)));1;(always (all ref0:(one ((File <: link) . File))|(eventually (ref0 in Trash))));7
376;this/prop5;((((File)' - File) + Trash) = (Trash)');1;(eventually (some (File - (File)')));9
377;this/prop5;(eventually ((((File)' - File) + Trash) = (Trash)'));1;(eventually (some (File - (File)')));8
378;this/prop11;(! (((Protected)' & Protected) = File));1;(always (all ref0:(one (File - Protected))|(ref0 in (Protected)')));9
